#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/keys/read","List/Get Azure Database for PostgreSQL Server Key(s)","Azure Database for PostgreSQL Server Keys","Return the list of server keys or gets the properties for the specified server key.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/keys/write","Create/Update Azure Database for PostgreSQL Server Keys","Azure Database for PostgreSQL Server Keys","Creates a key with the specified parameters or update the properties or tags for the specified server key.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/logFiles/read","List/Get PostgreSQL LogFiles","PostgreSQL LogFiles","Return the list of PostgreSQL LogFiles.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/performanceTiers/read","List Performance Tiers","Performance Tiers","Returns the list of Performance Tiers available.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies/delete","Delete Azure Database for PostgreSQL Private Endpoint Connection Proxy","Azure Database for PostgreSQL Private Endpoint Connection Proxy","Deletes an existing private endpoint connection proxy","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies/read","List/Get Azure Database for PostgreSQL Private Endpoint Connection Proxy","Azure Database for PostgreSQL Private Endpoint Connection Proxy","Returns the list of private endpoint connection proxies or gets the properties for the specified private endpoint connection proxy.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies/validate/action","Validate Azure Database for PostgreSQL Private Endpoint Connection Creation by NRP","Azure Database for PostgreSQL Private Endpoint Connection Proxy","Validates a private endpoint connection create call from NRP side","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies/write","Create/Update Azure Database for PostgreSQL Private Endpoint Connection Proxy","Azure Database for PostgreSQL Private Endpoint Connection Proxy","Creates a private endpoint connection proxy with the specified parameters or updates the properties or tags for the specified private endpoint connection proxy.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnections/delete","Delete Azure Database for PostgreSQL private endpoint connection","Azure Database for PostgreSQL private endpoint connection","Deletes an existing private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnections/read","List/Get Azure Database for PostgreSQL private endpoint connection","Azure Database for PostgreSQL private endpoint connection","Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnections/write","Approve or Reject Azure Database for PostgreSQL private endpoint connection","Azure Database for PostgreSQL private endpoint connection","Approves or rejects an existing private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionsApproval/action","Private Endpoint Connections Approval","PostgreSQL Server","Determines if user is allowed to approve a private endpoint connection","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/privateLinkResources/read","Get the private link resources for the corresponding PostgreSQL Server","Azure Database for PostgreSQL private link resource","Get the private link resources for the corresponding PostgreSQL Server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting","Database Metric Definition","Gets the disagnostic setting for the resource","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting","Database Metric Definition","Creates or updates the diagnostic setting for the resource","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/logDefinitions/read","Read server log definitions","The log definition of servers","Gets the available logs for PostgreSQL servers","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions","Database Metric Definition","Return types of metrics that are available for databases","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/queryTexts/action","List query text of a query","PostgreSQL Server","Return the text of a query","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/queryTexts/read","List query texts for a list of queries","Query Texts","Return the texts for a list of queries","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/read","List/Get PostgreSQL Servers","PostgreSQL Server","Return the list of servers or gets the properties for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/recoverableServers/read","Get Recoverable PostgreSQL Server info","Recoverable PostgreSQL Server","Return the recoverable PostgreSQL Server info","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/replicas/read","Get PostgreSQL read replicas","PostgreSQL Server","Get read replicas of a PostgreSQL server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/resetQueryPerformanceInsightData/action","Reset Query Performance Insight data","PostgreSQL Server","Reset Query Performance Insight data","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/restart/action","Restart PostgreSQL Server","PostgreSQL Server","Restarts a specific server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/securityAlertPolicies/read","Get server threat detection policy","Server Threat Detection Policy","Retrieve details of the server threat detection policy configured on a given server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/securityAlertPolicies/write","Update server threat detection policy","Server Threat Detection Policy","Change the server threat detection policy for a given server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/topQueryStatistics/read","List/Get Query Statistic(s) for top queries","Top Query Statistics","Return the list of Query Statistics for the top queries.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/updateConfigurations/action","Batch Update Server Configurations","PostgreSQL Server","Update configurations for the specified server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/virtualNetworkRules/delete","Delete Virtual Network Rule","Virtual Network Rules","Deletes an existing Virtual Network Rule","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/virtualNetworkRules/read","List/Get Virtual Network Rule(s)","Virtual Network Rules","Return the list of virtual network rules or gets the properties for the specified virtual network rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/virtualNetworkRules/write","Create/Update Virtual Network Rule","Virtual Network Rules","Creates a virtual network rule with the specified parameters or update the properties or tags for the specified virtual network rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/waitStatistics/read","List Wait Statistics for an instance","Wait Statistics","Return wait statistics for an instance","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/servers/write","Create/Update PostgreSQL Server","PostgreSQL Server","Creates a server with the specified parameters or update the properties or tags for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/configurations/read","List/Get Configurations","Configurations","Return the list of configurations for a server or gets the properties for the specified configuration.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/configurations/write","Update Configuration","Configurations","Update the value for the specified configuration","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/delete","Delete PostgreSQL Server","PostgreSQL Server","Deletes an existing server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/firewallRules/delete","Delete Firewall Rule","Firewall Rules","Deletes an existing firewall rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/firewallRules/read","List/Get Firewall Rules","Firewall Rules","Return the list of firewall rules for a server or gets the properties for the specified firewall rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/firewallRules/write","Create/Update Firewall Rule","Firewall Rules","Creates a firewall rule with the specified parameters or update an existing rule.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting","Database Metric Definition","Gets the disagnostic setting for the resource","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting","Database Metric Definition","Creates or updates the diagnostic setting for the resource","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/logDefinitions/read","Read server log definitions","The log definition of servers","Gets the available logs for PostgreSQL servers","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions","Database Metric Definition","Return types of metrics that are available for databases","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/read","List/Get PostgreSQL Servers","PostgreSQL Server","Return the list of servers or gets the properties for the specified server.","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/updateConfigurations/action","Batch Update Server Configurations","PostgreSQL Server","Update configurations for the specified server","False"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","Microsoft.DBforPostgreSQL/serversv2/write","Create/Update PostgreSQL Server","PostgreSQL Server","Creates a server with the specified parameters or update the properties or tags for the specified server.","False"
"Microsoft Delegated Network Service","Microsoft.DelegatedNetwork","Microsoft.DelegatedNetwork/controller/delete","Delete a Controller Service instance.","Microsoft Delegated Network Controller Service instance","Delete a Controller Service instance.","False"
"Microsoft Delegated Network Service","Microsoft.DelegatedNetwork","Microsoft.DelegatedNetwork/controller/read","Get a Controller Service instance.","Microsoft Delegated Network Controller Service instance","Get a Controller Service instance.","False"
