#TYPE AzureOperations
"ProviderNamespace","Operation","OperationName","ResourceName","IsDataAction","Description"
"Microsoft SQL Database","Microsoft.Sql/locations/managedInstanceEncryptionProtectorAzureAsyncOperation/read","Transparent Data Encryption Managed Instance Encryption Protector operation",,"False","Gets in-progress operations on transparent data encryption managed instance encryption protector"
"Microsoft SQL Database","Microsoft.Sql/locations/managedInstanceEncryptionProtectorOperationResults/read","Transparent Data Encryption Managed Instance Encryption Protector operation",,"False","Gets in-progress operations on transparent data encryption managed instance encryption protector"
"Microsoft SQL Database","Microsoft.Sql/locations/serverKeyAzureAsyncOperation/read","Transparent Data Encryption server keys operation",,"False","Gets in-progress operations on transparent data encryption server keys"
"Microsoft SQL Database","Microsoft.Sql/locations/serverKeyOperationResults/read","Transparent Data Encryption server keys operation",,"False","Gets in-progress operations on transparent data encryption server keys"
"Microsoft SQL Database","Microsoft.Sql/locations/encryptionProtectorAzureAsyncOperation/read","Transparent Data Encryption encryption protector operation",,"False","Gets in-progress operations on transparent data encryption encryption protector"
"Microsoft SQL Database","Microsoft.Sql/locations/encryptionProtectorOperationResults/read","Transparent Data Encryption encryption protector operation",,"False","Gets in-progress operations on transparent data encryption encryption protector"
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnections/read","List/Get Azure SQL Database Private Endpoint Connection",,"False","Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection."
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnections/delete","Delete Azure SQL Database Private Endpoint Connection",,"False","Deletes an existing private endpoint connection"
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnections/write","Approve or Reject Azure SQL Database Private Endpoint Coonnection",,"False","Approves or rejects an existing private endpoint connection"
"Microsoft SQL Database","Microsoft.Sql/locations/privateEndpointConnectionProxyOperationResults/read","Get private endpoint connection proxy operation status",,"False","Gets the result for a private endpoint connection proxy operation"
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnectionProxies/updatePrivateEndpointProperties/action","Update Private Endpoint Properties",,"False","Used by NRP to backfill properties to a private endpoint connection"
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnectionProxies/validate/action","Validate Azure SQL Database Private Endpoint Connection Creation by NRP",,"False","Validates a private endpoint connection create call from NRP side"
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnectionProxies/read","List/Get Azure SQL Database Private Endpoint Connection Proxy",,"False","Returns the list of private endpoint connection proxies or gets the properties for the specified private endpoint connection proxy."
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnectionProxies/write","Create/Update Azure SQL Database Private Endpoint Connection Proxy",,"False","Creates a private endpoint connection proxy with the specified parameters or updates the properties or tags for the specified private endpoint connection proxy."
"Microsoft SQL Database","Microsoft.Sql/servers/privateEndpointConnectionProxies/delete","Delete Azure SQL Database Private Endpoint Connection Proxy",,"False","Deletes an existing private endpoint connection proxy"
"Microsoft SQL Database","Microsoft.Sql/locations/privateEndpointConnectionProxyAzureAsyncOperation/read","Get private endpoint connection proxy operation status",,"False","Gets the result for a private endpoint connection proxy operation"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/backupShortTermRetentionPolicies/read","Gets a short term retention policy",,"False","Gets a short term retention policy for a database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/backupShortTermRetentionPolicies/write","Updates a short term retention policy",,"False","Updates a short term retention policy for a database"
"Microsoft SQL Database","Microsoft.Sql/locations/privateEndpointConnectionOperationResults/read","Get private endpoint connection operation status",,"False","Gets the result for a private endpoint connection operation"
"Microsoft SQL Database","Microsoft.Sql/locations/privateEndpointConnectionAzureAsyncOperation/read","Get private endpoint connection operation status",,"False","Gets the result for a private endpoint connection operation"
"Microsoft SQL Database","Microsoft.Sql/servers/privateLinkResources/read","Get the private link resources for the corresponding sql server",,"False","Get the private link resources for the corresponding sql server"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/columns/read","Return a list of columns for a managed database",,"False","Return a list of columns for a managed database"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/columns/read","Return a list of columns for a database",,"False","Return a list of columns for a database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/restoreDetails/read","Gets managed database restore details.",,"False","Returns managed database restore details while restore is in progress."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/workloadGroups/read","Lists the workload groups for a selected database.",,"False","Lists the workload groups for a selected database."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/workloadGroups/write","Sets the properties for a specific workload group.",,"False","Sets the properties for a specific workload group."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/workloadGroups/delete","Drops a specific workload group.",,"False","Drops a specific workload group."
"Microsoft SQL Database","Microsoft.Sql/locations/shortTermRetentionPolicyOperationResults/read","Get short term retention policy operation status",,"False","Gets the status of a short term retention policy operation"
"Microsoft SQL Database","Microsoft.Sql/locations/managedShortTermRetentionPolicyOperationResults/read","Get short term retention policy operation status",,"False","Gets the status of a short term retention policy operation"
"Microsoft SQL Database","Microsoft.Sql/servers/databases/workloadGroups/workloadClassifiers/read","Lists the workload classifiers for a selected database.",,"False","Lists the workload classifiers for a selected database."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/workloadGroups/workloadClassifiers/write","Sets the properties for a specific workload classifier.",,"False","Sets the properties for a specific workload classifier."
"Microsoft SQL Database","Microsoft.Sql/servers/databases/workloadGroups/workloadClassifiers/delete","Drops a specific workload classifier.",,"False","Drops a specific workload classifier."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/operations/read","Get managed instance operations for specific managed instance",,"False","Get managed instance operations"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/operations/cancel/action","Cancel Azure SQL Managed Instance async operation",,"False","Cancels Azure SQL Managed Instance pending asynchronous operation that is not finished yet."
"Microsoft SQL Database","Microsoft.Sql/servers/operations/read","List Azure SQL Server operations",,"False","Return the list of operations performed on the server"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/inaccessibleManagedDatabases/read","Get inaccessible managed databases",,"False","Gets a list of inaccessible managed databases in a managed instance"
"Microsoft SQL Database","Microsoft.Sql/servers/inaccessibleDatabases/read","List Azure database(s) with inaccessible status in a logical server.",,"False","Return a list of inaccessible database(s) in a logical server."
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/backupLongTermRetentionPolicies/write","Update long term retention policy",,"False","Updates a long term retention policy for a managed database"
"Microsoft SQL Database","Microsoft.Sql/managedInstances/databases/backupLongTermRetentionPolicies/read","Get long term retention policy",,"False","Gets a long term retention policy for a managed database"
"Microsoft SQL Database","Microsoft.Sql/locations/managedInstanceLongTermRetentionPolicyAzureAsyncOperation/read","Get long term retention policy operation status",,"False","Gets the status of a long term retention policy operation for a managed database"
"Microsoft SQL Database","Microsoft.Sql/locations/managedInstanceLongTermRetentionPolicyOperationResults/read","Get long term retention policy operation status",,"False","Gets the status of a long term retention policy operation for a managed database"
"Microsoft SQL Database","Microsoft.Sql/locations/serverAdministratorAzureAsyncOperation/read","Server Azure Active Directory administrator async operation results",,"False","Server Azure Active Directory administrator async operation results"
